strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/Switzerland/BE-ETHZ-471463/2021	2021-01-28	20I/501Y.V1	Switzerland	Bern	Bern	EPI_ISL_1129687	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Chaoran Chen, Sarah Nadeau, Ivan Topolsky, Emmanouil Dermitzakis, Keith Harshman, Ioannis Xenarios, Henri Pegeot, Lorenzo Cerutti, Deborah Penet, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza,  Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/Switzerland/BE-ETHZ-471464/2021	2021-01-28	20I/501Y.V1	Switzerland	Bern	Bern	EPI_ISL_1129697	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Chaoran Chen, Sarah Nadeau, Ivan Topolsky, Emmanouil Dermitzakis, Keith Harshman, Ioannis Xenarios, Henri Pegeot, Lorenzo Cerutti, Deborah Penet, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza,  Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/England/NORW-22C28E/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1248984	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady	NA	
hCoV-19/Germany/HE-RKI-I-014761/2021	2021-01-28	20I/501Y.V1	Germany	Hesse	Hesse	EPI_ISL_1144899	Philipps-Universität Marburg Fachbereich Medizin Institut für Virologie	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NI-RKI-I-022417/2021	2021-01-28	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1152583	MVZ Medizinisches Labor Hannover GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NW-RKI-I-012127/2021	2021-01-28	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1142259	MVZ Dr. Eberhard & Partner Dortmund	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NW-RKI-I-012139/2021	2021-01-28	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1142271	MVZ Dr. Eberhard & Partner Dortmund	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/France/ARA-HCL021022752301/2021	2021-01-28	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1134953	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Lyon
hCoV-19/Poland/Pomorskie_MWB_92/2021	2021-01-28	20I/501Y.V1	Poland	Pomorskie	Pomorskie	EPI_ISL_1041009	Medical Laboratory Bruss	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Recombinant Vaccines	NA	Lukasz Rabalski, Maciej Kosinski, Maciej Grzybek, Pawel Pisarek, Boguslaw Szewczyk, Krystyna Bienkowska-Szewczyk	NA	
hCoV-19/Poland/Pomorskie_MWB_110/2021	2021-01-28	20I/501Y.V1	Poland	Pomorskie	Pomorskie	EPI_ISL_1040936	Medical Laboratory Bruss	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Recombinant Vaccines	NA	Lukasz Rabalski, Maciej Kosinski, Maciej Grzybek, Pawel Pisarek, Boguslaw Szewczyk, Krystyna Bienkowska-Szewczyk	NA	
hCoV-19/France/ARA-HCL021022388101/2021	2021-01-28	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1134943	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Lyon
hCoV-19/France/ARA-HCL021022278401/2021	2021-01-28	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1297324	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Lyon
hCoV-19/England/NORW-22BCEB/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1248959	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady	NA	
hCoV-19/England/NORW-22BE21/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1248962	Quadram Institute Bioscience	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin O’Grady	NA	
hCoV-19/Germany/HH-RKI-I-012568/2021	2021-01-28	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1142701	amedes MVZ für Laboratoriumsmedizin Hamburg	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/HH-RKI-I-014769/2021	2021-01-28	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1144907	Labor Dr. Heidrich & Kollegen MVZ GmbH Hamburg	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/BY-RKI-I-021677/2021	2021-01-28	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1151842	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NW-RKI-I-012954/2021	2021-01-28	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1143088	LabKom - MVZ Labor Bochum MLB GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/SL-RKI-I-014895/2021	2021-01-28	20I/501Y.V1	Germany	Saarland	Saarland	EPI_ISL_1145033	Sonic - Bioscientia - MVZ Labor Saar GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/France/ARA-HCL021022762801/2021	2021-01-28	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1297439	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Lyon
hCoV-19/Germany/RP-RKI-I-013111/2021	2021-01-28	20I/501Y.V1	Germany	Rhineland-Palatinate	Rhineland-Palatinate	EPI_ISL_1143245	LabKom - Labor Mainz MVZ GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/HB-RKI-I-012955/2021	2021-01-28	20I/501Y.V1	Germany	Bremen	Bremen	EPI_ISL_1143089	Sonic - MVZ Medizinisches Labor Bremen GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/RP-RKI-I-032726/2021	2021-01-28	20I/501Y.V1	Germany	Rhineland-Palatinate	Rhineland-Palatinate	EPI_ISL_1216945	MVZ für Laboratoriumsmedizin und Mikrobiologie Koblenz-Mittelrhein (Labor Koblenz)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/France/BFC-IPP02683/2021	2021-01-28	20I/501Y.V1	France	Bourgogne-Franche-Comté	Bourgogne-Franche-Comté	EPI_ISL_995469	Labo Analyses Med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Garand Anne-Laure	NA	BROGNARD
hCoV-19/Germany/TH-RKI-I-015907/2021	2021-01-28	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1146069	LabKom - Labor an der Salzbrücke MVZ GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/BW-RKI-I-012380/2021	2021-01-28	20I/501Y.V1	Germany	Baden-Wurttemberg	Baden-Wurttemberg	EPI_ISL_1142512	Bioscientia MVZ Labor Karlsruhe GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/SN-RKI-I-014992/2021	2021-01-28	20I/501Y.V1	Germany	Saxony	Saxony	EPI_ISL_1145130	Bioscientia Labor Wermsdorf	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/SN-RKI-I-014881/2021	2021-01-28	20I/501Y.V1	Germany	Saxony	Saxony	EPI_ISL_1145019	Bioscientia Labor Wermsdorf	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/SN-RKI-I-016454/2021	2021-01-28	20I/501Y.V1	Germany	Saxony	Saxony	EPI_ISL_1146616	Diagnosticum - Labor Neukirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/CzechRepublic/NRL_1939_21/2021	2021-01-28	20I/501Y.V1	Czech Republic	Stredocesky region	Stredocesky region	EPI_ISL_1261293	GHC Genetics s.r.o.	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/Germany/TH-RKI-I-015672/2021	2021-01-28	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1145834	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/BY-RKI-I-017964/2021	2021-01-28	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1148126	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/SN-RKI-I-016479/2021	2021-01-28	20I/501Y.V1	Germany	Saxony	Saxony	EPI_ISL_1146641	Diagnosticum - Labor Neukirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/CzechRepublic/NRL-2040-21-2/2021	2021-01-28	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1492090	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Institute of Public Health	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/CzechRepublic/NRL-1681-21/2021	2021-01-28	20I/501Y.V1	Czech Republic	Kralovehradecky region	Kralovehradecky region	EPI_ISL_1492079	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Institute of Public Health	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/CzechRepublic/IAB20_016_partD_74/2021	2021-01-28	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1391308	Motol University Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Institute of Applied Biotechnologies a.s.	NA	Petr Klempt, Ondřej Brzoň, Martin Kašný, Kateřina Kvapilová, Pavel Dřevínek, Petr Kvapil	NA	
hCoV-19/Slovakia/UKBA-1114/2021	2021-01-28	20I/501Y.V1	Slovakia	Ruzomberok	Ruzomberok	EPI_ISL_959627	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/Slovakia/UKBA-1116/2021	2021-01-28	20I/501Y.V1	Slovakia	Ruzomberok	Ruzomberok	EPI_ISL_959628	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/Germany/TH-RKI-I-011904/2021	2021-01-28	20I/501Y.V1	Germany	Thuringia	Thuringia	EPI_ISL_1142035	SYNLAB Jena Oncoscreen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/BY-RKI-I-021697/2021	2021-01-28	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1151862	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Slovakia/UKBA-1117/2021	2021-01-28	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_959626	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek	NA	
hCoV-19/Austria/CeMM3489/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117845	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Land
hCoV-19/CzechRepublic/NRL-1494/2021	2021-01-28	20I/501Y.V1	Czech Republic	Central Bohemian Region	Central Bohemian Region	EPI_ISL_1510339	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J"	NA	
hCoV-19/CzechRepublic/NRL-1394/2021	2021-01-28	20I/501Y.V1	Czech Republic	Olomouc	Olomouc	EPI_ISL_1510335	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J"	NA	
hCoV-19/Austria/CeMM3495/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117843	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Stadt
hCoV-19/CzechRepublic/IAB20_016_partD_03/2021	2021-01-28	20I/501Y.V1	Czech Republic	Nučice	Nučice	EPI_ISL_1391295	Motol University Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Institute of Applied Biotechnologies a.s.	NA	Petr Klempt, Ondřej Brzoň, Martin Kašný, Kateřina Kvapilová, Pavel Dřevínek, Petr Kvapil	NA	
hCoV-19/Austria/CeMM3491/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117834	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Stadt
hCoV-19/Slovakia/UKBA-1119/2021	2021-01-28	20I/501Y.V1	Slovakia	Kosice	Kosice	EPI_ISL_959629	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/CzechRepublic/NRL-1684/2021	2021-01-28	20I/501Y.V1	Czech Republic	Hradec Kralove Region	Hradec Kralove Region	EPI_ISL_1510353	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J"	NA	
hCoV-19/Austria/CeMM3492/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117835	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Land
hCoV-19/Austria/CeMM3545/2021	2021-01-28	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_1117870	HG Pharma GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Innsbruck-Land
hCoV-19/Austria/CeMM3541/2021	2021-01-28	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_1117871	HG Pharma GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Innsbruck-Land
hCoV-19/Austria/CeMM3488/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117840	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Stadt
hCoV-19/Austria/CeMM3494/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117842	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Stadt
hCoV-19/Austria/CeMM3493/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117841	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Stadt
hCoV-19/Austria/CeMM3490/2021	2021-01-28	20I/501Y.V1	Austria	Upper Austria	Upper Austria	EPI_ISL_1117794	Klinikum Wels-Grieskirchen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	Wels-Land
hCoV-19/Germany/SL-SU-10474552/2021	2021-01-28	20I/501Y.V1	Germany	Saarland	Saarland	EPI_ISL_1091124	Virology, Universitätsklinikum des Saarlandes	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Epigenetics, Saarland University	NA	Kathrin Kattler, Markus Vogelgesang, Stefan Lohse, Sascha Tierling, Thorsten Pfuhl, Sigrun Smola, Jörn Walter	NA	
hCoV-19/Germany/HH-RKI-I-013311/2021	2021-01-29	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1143446	MVZ Labor Dr. Fenner und Kollegen (Standort Hamburg)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Poland/NIPH-NIH_ECDC-045/2021	2021-01-29	20I/501Y.V1	Poland	Mazowieckie	Mazowieckie	EPI_ISL_1091409	National Institute of Public Health - National Institute of Hygiene	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	"1. National Institute of Public Health - National Institute of Hygiene; 2. Eurofins Genomics Europe Sequencing GmbH"	NA	Wołkowicz Tomasz, Zacharczuk Katarzyna, Sadkowska-Todys Małgorzata, Gierczyńki Rafał, Eurofins Genomics Europe Sequencing Team, ECDC COVID-19 WGS support team	NA	Warsaw
hCoV-19/Switzerland/GE-33123345/2021	2021-01-29	20I/501Y.V1	Switzerland	Geneva	Geneva	EPI_ISL_981573	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and the Health2030 Genome Center	NA	Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Lorenzo Cerutti, Henri Pegeot, Melyssa Elies, Deborah Penet, Keith Harshman, Ioannis Xenarios, Emmanouil Dermitzakis	NA	
hCoV-19/France/ARA-HCL021023095601/2021	2021-01-29	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1135032	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Lyon
